Record Length,2500,Points,-16.8000E-3,0.0,,Record Length,2500,Points,-16.8000E-3,4.24000E-3,
Sample Interval,20.0000E-6,s,-16.7800E-3,52.00000E-3,,Sample Interval,20.0000E-6,s,-16.7800E-3,4.24000E-3,
Trigger Point,839.999991,Samples,-16.7600E-3,0.0,,Trigger Point,839.999991,Samples,-16.7600E-3,4.24000E-3,
,,,-16.7400E-3,0.0,,,,,-16.7400E-3,4.24000E-3,
,,,-16.7200E-3,0.0,,,,,-16.7200E-3,4.24000E-3,
,,,-16.7000E-3,0.0,,,,,-16.7000E-3,4.24000E-3,
Source,CH1,,-16.6800E-3,52.00000E-3,,Source,CH2,,-16.6800E-3,4.24000E-3,
Vertical Units,Volts,,-16.6600E-3,52.00000E-3,,Vertical Units,Volts,,-16.6600E-3,8.480000E-3,
Vertical Scale,1.3000,,-16.6400E-3,0.0,,Vertical Scale,106.0000E-3,,-16.6400E-3,4.24000E-3,
Vertical Offset,0,,-16.6200E-3,52.00000E-3,,Vertical Offset,0,,-16.6200E-3,4.24000E-3,
Horizontal Units,s,,-16.6000E-3,0.0,,Horizontal Units,s,,-16.6000E-3,8.480000E-3,
Horizontal Scale,5.00000E-3,,-16.5800E-3,0.0,,Horizontal Scale,5.00000E-3,,-16.5800E-3,4.24000E-3,
Pt Fmt,Y,,-16.5600E-3,52.00000E-3,,Pt Fmt,Y,,-16.5600E-3,4.24000E-3,
Yzero,-3.56000,,-16.5400E-3,52.00000E-3,,Yzero,-3.60000,,-16.5400E-3,4.24000E-3,
Probe Atten,1.000,,-16.5200E-3,0.0,,Probe Atten,1.000,,-16.5200E-3,4.24000E-3,
,,,-16.5000E-3,52.00000E-3,,,,,-16.5000E-3,4.24000E-3,
Note,TDS 1012B - 16:45:25   24/02/2017,,-16.4800E-3,52.00000E-3,,Note,TDS 1012B - 16:45:25   24/02/2017,,-16.4800E-3,4.24000E-3,
,,,-16.4600E-3,52.00000E-3,,,,,-16.4600E-3,4.24000E-3,
,,,-16.4400E-3,52.00000E-3,,,,,-16.4400E-3,8.480000E-3,
,,,-16.4200E-3,0.0,,,,,-16.4200E-3,4.24000E-3,
,,,-16.4000E-3,52.00000E-3,,,,,-16.4000E-3,4.24000E-3,
,,,-16.3800E-3,52.00000E-3,,,,,-16.3800E-3,4.24000E-3,
,,,-16.3600E-3,52.00000E-3,,,,,-16.3600E-3,4.24000E-3,
,,,-16.3400E-3,52.00000E-3,,,,,-16.3400E-3,4.24000E-3,
,,,-16.3200E-3,52.00000E-3,,,,,-16.3200E-3,4.24000E-3,
,,,-16.3000E-3,52.00000E-3,,,,,-16.3000E-3,4.24000E-3,
,,,-16.2800E-3,52.00000E-3,,,,,-16.2800E-3,4.24000E-3,
,,,-16.2600E-3,0.0,,,,,-16.2600E-3,4.24000E-3,
,,,-16.2400E-3,0.0,,,,,-16.2400E-3,4.24000E-3,
,,,-16.2200E-3,0.0,,,,,-16.2200E-3,4.24000E-3,
,,,-16.2000E-3,0.0,,,,,-16.2000E-3,4.24000E-3,
,,,-16.1800E-3,52.00000E-3,,,,,-16.1800E-3,4.24000E-3,
,,,-16.1600E-3,52.00000E-3,,,,,-16.1600E-3,4.24000E-3,
,,,-16.1400E-3,52.00000E-3,,,,,-16.1400E-3,4.24000E-3,
,,,-16.1200E-3,0.0,,,,,-16.1200E-3,4.24000E-3,
,,,-16.1000E-3,52.00000E-3,,,,,-16.1000E-3,4.24000E-3,
,,,-16.0800E-3,0.0,,,,,-16.0800E-3,4.24000E-3,
,,,-16.0600E-3,0.0,,,,,-16.0600E-3,4.24000E-3,
,,,-16.0400E-3,52.00000E-3,,,,,-16.0400E-3,4.24000E-3,
,,,-16.0200E-3,0.0,,,,,-16.0200E-3,8.480000E-3,
,,,-16.0000E-3,104.0000E-3,,,,,-16.0000E-3,4.24000E-3,
,,,-15.9800E-3,0.0,,,,,-15.9800E-3,4.24000E-3,
,,,-15.9600E-3,0.0,,,,,-15.9600E-3,4.24000E-3,
,,,-15.9400E-3,52.00000E-3,,,,,-15.9400E-3,4.24000E-3,
,,,-15.9200E-3,0.0,,,,,-15.9200E-3,8.480000E-3,
,,,-15.9000E-3,0.0,,,,,-15.9000E-3,4.24000E-3,
,,,-15.8800E-3,0.0,,,,,-15.8800E-3,8.480000E-3,
,,,-15.8600E-3,0.0,,,,,-15.8600E-3,4.24000E-3,
,,,-15.8400E-3,52.00000E-3,,,,,-15.8400E-3,4.24000E-3,
,,,-15.8200E-3,52.00000E-3,,,,,-15.8200E-3,4.24000E-3,
,,,-15.8000E-3,52.00000E-3,,,,,-15.8000E-3,4.24000E-3,
,,,-15.7800E-3,0.0,,,,,-15.7800E-3,4.24000E-3,
,,,-15.7600E-3,52.00000E-3,,,,,-15.7600E-3,4.24000E-3,
